web-scraper-order,web-scraper-start-url,archetype_link,archetype_link-href,winrate,deck,deck-href,cards
"1665775389-5595","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Karn, the Great Creator"
"1665775389-5596","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Liliana of the Veil"
"1665775389-5597","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Forest"
"1665775389-5598","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Nurturing Peatland"
"1665775389-5599","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Ghost Quarter"
"1665775389-5600","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Stomping Ground"
"1665775389-5601","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Swamp"
"1665775389-5602","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Boseiju, Who Endures"
"1665775389-5603","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Blood Crypt"
"1665775389-5604","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Overgrown Tomb"
"1665775389-5605","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","3
 Bloodstained Mire"
"1665775389-5606","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","3
 Wooded Foothills"
"1665775389-5607","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Verdant Catacombs"
"1665775389-5608","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Torpor Orb"
"1665775389-5609","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Tormod's Crypt"
"1665775389-5610","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Wurmcoil Engine"
"1665775389-5611","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Pithing Needle"
"1665775389-5612","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Liquimetal Coating"
"1665775389-5613","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Ensnaring Bridge"
"1665775389-5614","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Abrupt Decay"
"1665775389-5615","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Chalice of the Void"
"1665775389-5616","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Ashiok, Dream Render"
"1665775389-5617","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Veil of Summer"
"1665775394-5618","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Primeval Titan"
"1665775394-5619","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Lightning Bolt"
"1665775394-5620","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Verdant Command"
"1665775394-5621","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Transmogrify"
"1665775394-5622","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Scapeshift"
"1665775394-5623","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Wish"
"1665775394-5624","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Indomitable Creativity"
"1665775394-5625","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Search for Tomorrow"
"1665775394-5626","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Careful Cultivation"
"1665775394-5627","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","3
 Wrenn and Six"
"1665775394-5628","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Bloodstained Mire"
"1665775394-5629","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Scalding Tarn"
"1665775394-5630","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Arid Mesa"
"1665775394-5631","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Jetmir's Garden"
"1665775394-5632","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Forest"
"1665775394-5633","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Boseiju, Who Endures"
"1665775394-5634","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","2
 Cinder Glade"
"1665775394-5635","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","3
 Valakut, the Molten Pinnacle"
"1665775394-5636","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Dwarven Mine"
"1665775394-5637","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Wooded Foothills"
"1665775394-5638","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Stomping Ground"
"1665775394-5639","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","4
 Mountain"
"1665775394-5640","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Beast Within"
"1665775394-5641","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Engineered Explosives"
"1665775394-5642","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Relic of Progenitus"
"1665775394-5643","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Pithing Needle"
"1665775394-5644","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Scapeshift"
"1665775394-5645","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Flame Slash"
"1665775394-5646","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Weather the Storm"
"1665775394-5647","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Tormod's Crypt"
"1665775394-5648","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Nature's Claim"
"1665775394-5649","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","1
 Valakut, the Molten Pinnacle"
"1665775394-5650","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","2
 Chalice of the Void"
"1665775394-5651","https://mtgdecks.net/Modern/metagame:last-year","Gruul Creativity","https://mtgdecks.net/Modern/gruul-creativity","N/A","Gruul Combo","https://mtgdecks.net/Modern/gruul-combo-decklist-by-rodsane-cruz-1433422","3
 Veil of Summer"
"1665775399-5652","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","1
 The Reality Chip"
"1665775399-5653","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","1
 Lion Sash"
"1665775399-5654","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","2
 Spell Queller"
"1665775399-5655","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","3
 Solitude"
"1665775399-5656","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","4
 Ice-Fang Coatl"
"1665775399-5657","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","4
 Noble Hierarch"
"1665775399-5658","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","4
 Stoneforge Mystic"
"1665775399-5659","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","1
 Kaldra Compleat"
"1665775399-5660","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","1
 Batterskull"
"1665775399-5661","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","3
 Force of Negation"
"1665775399-5662","https://mtgdecks.net/Modern/metagame:last-year","Snow Control","https://mtgdecks.net/Modern/snow-control","N/A","Bant Stoneblade","https://mtgdecks.net/Modern/bant-stoneblade-decklist-by-diego-ayala-1392241","3
 Ephemerate"
